"id","intentional_cause.0","intentional_cause.1"
10326,0.714285714285714,0.285714285714286
10328,0.714285714285714,0.285714285714286
10358,0.714285714285714,0.285714285714286
10360,0.857142857142857,0.142857142857143
10397,0.571428571428571,0.428571428571429
10400,1,0
10407,0.714285714285714,0.285714285714286
10444,0.428571428571429,0.571428571428571
10560,0.714285714285714,0.285714285714286
10576,0.857142857142857,0.142857142857143
10604,1,0
10636,0.857142857142857,0.142857142857143
10644,0.571428571428571,0.428571428571429
10646,0.714285714285714,0.285714285714286
10648,0.428571428571429,0.571428571428571
10672,1,0
10674,0.857142857142857,0.142857142857143
10677,0.857142857142857,0.142857142857143
10696,0.428571428571429,0.571428571428571
10730,0.714285714285714,0.285714285714286
10736,0.857142857142857,0.142857142857143
10746,0.571428571428571,0.428571428571429
10755,0.428571428571429,0.571428571428571
10757,0.571428571428571,0.428571428571429
10758,0.714285714285714,0.285714285714286
10762,0.714285714285714,0.285714285714286
10768,0.571428571428571,0.428571428571429
10825,1,0
10851,0.571428571428571,0.428571428571429
10871,0.714285714285714,0.285714285714286
10883,0.571428571428571,0.428571428571429
10900,0.857142857142857,0.142857142857143
10918,0.714285714285714,0.285714285714286
10919,0.714285714285714,0.285714285714286
10923,0.714285714285714,0.285714285714286
10940,0.571428571428571,0.428571428571429
10944,0.714285714285714,0.285714285714286
10952,0.714285714285714,0.285714285714286
10962,0.571428571428571,0.428571428571429
10972,0.857142857142857,0.142857142857143
10977,0.285714285714286,0.714285714285714
10979,0.857142857142857,0.142857142857143
10984,0.571428571428571,0.428571428571429
10985,0.571428571428571,0.428571428571429
11001,0.428571428571429,0.571428571428571
11027,0.428571428571429,0.571428571428571
11041,0.571428571428571,0.428571428571429
11050,0.714285714285714,0.285714285714286
11052,0.571428571428571,0.428571428571429
11061,0.857142857142857,0.142857142857143
11064,0.142857142857143,0.857142857142857
11066,0.857142857142857,0.142857142857143
11076,0.285714285714286,0.714285714285714
11081,0.714285714285714,0.285714285714286
11109,1,0
11112,0.857142857142857,0.142857142857143
11144,0.857142857142857,0.142857142857143
11148,0.714285714285714,0.285714285714286
11157,0.428571428571429,0.571428571428571
11163,0.571428571428571,0.428571428571429
11167,0.714285714285714,0.285714285714286
11172,0.428571428571429,0.571428571428571
11174,1,0
11180,0.714285714285714,0.285714285714286
11207,0.857142857142857,0.142857142857143
11245,0.714285714285714,0.285714285714286
11249,0.857142857142857,0.142857142857143
11280,0.571428571428571,0.428571428571429
11283,1,0
11293,0.714285714285714,0.285714285714286
11302,0.571428571428571,0.428571428571429
11313,0.857142857142857,0.142857142857143
11327,0.857142857142857,0.142857142857143
11332,1,0
11354,0.714285714285714,0.285714285714286
11369,0.428571428571429,0.571428571428571
11372,0.857142857142857,0.142857142857143
11375,0.571428571428571,0.428571428571429
11377,0.428571428571429,0.571428571428571
11378,1,0
11400,0.571428571428571,0.428571428571429
11403,0.857142857142857,0.142857142857143
11422,0.714285714285714,0.285714285714286
11423,0.714285714285714,0.285714285714286
11442,0.714285714285714,0.285714285714286
11446,1,0
11455,0.857142857142857,0.142857142857143
11465,0.428571428571429,0.571428571428571
11466,0.714285714285714,0.285714285714286
11476,1,0
11481,0.714285714285714,0.285714285714286
11482,0.857142857142857,0.142857142857143
11484,0.428571428571429,0.571428571428571
11490,0.714285714285714,0.285714285714286
11502,0.285714285714286,0.714285714285714
11508,0.714285714285714,0.285714285714286
11509,1,0
11552,0.714285714285714,0.285714285714286
11553,0.714285714285714,0.285714285714286
11568,0.857142857142857,0.142857142857143
11569,0.714285714285714,0.285714285714286
11585,0.285714285714286,0.714285714285714
11593,0.428571428571429,0.571428571428571
11597,0.428571428571429,0.571428571428571
11603,0.857142857142857,0.142857142857143
11631,0.571428571428571,0.428571428571429
11633,0.857142857142857,0.142857142857143
11635,0.714285714285714,0.285714285714286
11639,0.857142857142857,0.142857142857143
11655,0.714285714285714,0.285714285714286
11660,0.428571428571429,0.571428571428571
11663,0.857142857142857,0.142857142857143
11666,0.428571428571429,0.571428571428571
11677,0.428571428571429,0.571428571428571
11712,0.714285714285714,0.285714285714286
11715,0.714285714285714,0.285714285714286
11726,0.857142857142857,0.142857142857143
11729,0.714285714285714,0.285714285714286
11734,0.714285714285714,0.285714285714286
11737,0.285714285714286,0.714285714285714
11738,0.857142857142857,0.142857142857143
11742,0.571428571428571,0.428571428571429
11747,1,0
11753,0.285714285714286,0.714285714285714
11764,0.714285714285714,0.285714285714286
11771,0.857142857142857,0.142857142857143
11779,0.857142857142857,0.142857142857143
11783,1,0
11789,0.571428571428571,0.428571428571429
11794,0.571428571428571,0.428571428571429
11797,1,0
11809,0.714285714285714,0.285714285714286
11821,0.714285714285714,0.285714285714286
11824,0.857142857142857,0.142857142857143
11828,0.571428571428571,0.428571428571429
11854,0.428571428571429,0.571428571428571
11861,0.857142857142857,0.142857142857143
11876,0.857142857142857,0.142857142857143
11891,1,0
11898,0.857142857142857,0.142857142857143
11908,0.714285714285714,0.285714285714286
11910,0.25,0.75
11917,0.571428571428571,0.428571428571429
11922,0.714285714285714,0.285714285714286
11929,0.714285714285714,0.285714285714286
11935,1,0
11945,0.714285714285714,0.285714285714286
11948,0.428571428571429,0.571428571428571
11955,0.714285714285714,0.285714285714286
11958,1,0
11959,0.571428571428571,0.428571428571429
11965,0.714285714285714,0.285714285714286
11969,0.571428571428571,0.428571428571429
11973,0.857142857142857,0.142857142857143
11989,0.857142857142857,0.142857142857143
12001,0.857142857142857,0.142857142857143
12006,0.714285714285714,0.285714285714286
12008,0.714285714285714,0.285714285714286
12011,0.714285714285714,0.285714285714286
12012,0.571428571428571,0.428571428571429
12015,1,0
12016,0.857142857142857,0.142857142857143
12050,0.714285714285714,0.285714285714286
12063,0.714285714285714,0.285714285714286
12065,0.571428571428571,0.428571428571429
12069,0.571428571428571,0.428571428571429
12076,0.857142857142857,0.142857142857143
12086,0.857142857142857,0.142857142857143
12091,0.857142857142857,0.142857142857143
12094,0.857142857142857,0.142857142857143
12109,0.857142857142857,0.142857142857143
12114,0.571428571428571,0.428571428571429
12117,0.714285714285714,0.285714285714286
12133,0.714285714285714,0.285714285714286
12214,0.571428571428571,0.428571428571429
12296,1,0
12335,0.714285714285714,0.285714285714286
12349,0.714285714285714,0.285714285714286
12444,0.857142857142857,0.142857142857143
12487,0.857142857142857,0.142857142857143
12543,1,0
12544,0.714285714285714,0.285714285714286
12596,0.714285714285714,0.285714285714286
12613,1,0
12648,0.857142857142857,0.142857142857143
12657,0.714285714285714,0.285714285714286
12659,0.857142857142857,0.142857142857143
12661,0.714285714285714,0.285714285714286
12666,0.857142857142857,0.142857142857143
12670,0.571428571428571,0.428571428571429
12676,0.571428571428571,0.428571428571429
12681,0.714285714285714,0.285714285714286
12686,0.714285714285714,0.285714285714286
12704,0.857142857142857,0.142857142857143
12709,0.857142857142857,0.142857142857143
12724,0.571428571428571,0.428571428571429
12732,0.857142857142857,0.142857142857143
12755,0.857142857142857,0.142857142857143
12771,0.714285714285714,0.285714285714286
12778,0.714285714285714,0.285714285714286
12795,0.857142857142857,0.142857142857143
12797,0.857142857142857,0.142857142857143
12801,0.571428571428571,0.428571428571429
12803,0.714285714285714,0.285714285714286
12816,0.857142857142857,0.142857142857143
12821,0.857142857142857,0.142857142857143
12825,0.285714285714286,0.714285714285714
12826,0.857142857142857,0.142857142857143
12829,0.714285714285714,0.285714285714286
12842,0.857142857142857,0.142857142857143
12850,0.714285714285714,0.285714285714286
12879,0.857142857142857,0.142857142857143
12888,0.857142857142857,0.142857142857143
12928,0.714285714285714,0.285714285714286
12939,0.857142857142857,0.142857142857143
12943,0.857142857142857,0.142857142857143
12952,0.428571428571429,0.571428571428571
12971,0.857142857142857,0.142857142857143
12974,0.857142857142857,0.142857142857143
12976,0.857142857142857,0.142857142857143
12989,0.857142857142857,0.142857142857143
12991,0.571428571428571,0.428571428571429
13006,0.714285714285714,0.285714285714286
13007,0.857142857142857,0.142857142857143
13015,0.714285714285714,0.285714285714286
13018,0.857142857142857,0.142857142857143
13028,0.857142857142857,0.142857142857143
13040,1,0
13059,0.714285714285714,0.285714285714286
13061,0.714285714285714,0.285714285714286
13082,0.857142857142857,0.142857142857143
13085,0.428571428571429,0.571428571428571
13086,1,0
13104,0.857142857142857,0.142857142857143
13115,0.714285714285714,0.285714285714286
13122,0.714285714285714,0.285714285714286
13128,0.714285714285714,0.285714285714286
13143,0.857142857142857,0.142857142857143
13150,0.625,0.375
13152,1,0
13153,1,0
